,id,doctor_category,spec,specialities,doctor_specialization,degree,gender,education,education_add,detail_text,Обобщенный_отзыв
139,56141,high,невролог,невролог,Физическая и реабилитационная медицина,Ph.D.Medicine,male,Северо-Западный государственный медицинский университет им.И.И.Мечникова (2008),,<p>Занимается реабилитацией взрослых с различными неврологическими и ортопедическими заболеваниями. </p>,"Очень опытный и внимательный врач. Моментально определяет направление для диагностики и выхода из сложных диагнозов. Помогает в реабилитации после инсульта, снятии спастики. Есть отзыв о спасении жизни пациента благодаря точной диагностике редкого синдрома. Выражается бесконечная благодарность."
140,142632,first,невролог,невролог,УЗ-диагностика,none,female,Пермский государственный медицинский университет (1994),"<div style=""text-align: justify;"">
  <ul>
    <li>1995 г.- интернатура по педиатрии, Кунгурская районная больница</li>
  
    <li>1998 г. - первичная специализация по детской неврологии на базе Псковской областной больницы</li>
  
    <li>2002 г. - клиническая ординатура в МАПО на кафедре детской неврологии и нейрохирургии</li>
  
    <li>2002 г. - неоднократные семинары по мануальной терапии с элементами остеопатии, МАПО, А. Ахметсафин</li>
  
    <li>2006 г. - профессиональная переподготовка по ультразвуковой диагностике, МАПО</li>
  </ul>
</div>","<p style=""text-align: justify;"">Бочарникова Татьяна Викторовна - невропатолог первой квалификационной категории, генеральный директор медицинского центра «Мир семьи». </p><p style=""text-align: justify;"">Сферы интересов доктора: неонатальная неврология - неврология детей раннего возраста и новорожденных, нейроортопедия (сочетание  неврологической и ортопедической патологии у пациента), травмы центральной и периферической нервной системы, комплексный альтернативный подход к лечению с использованием физиотерапии, остеопатии, психотерапии, Су-Джок терапии. Обладает опытом успешного лечения пациентов с тяжелыми заболеваниями головного и спинного мозга, системными заболеваниями.</p><p style=""text-align: justify;"">Занимается диагностикой и лечением головных болей различного генеза и локализации с применением современных методов диагностики (допплер, дуплекс, нейросонография, КТ, МРТ, рентгенография шейного отдела).</p><p><span style=""text-align: justify;"">Проводит УЗИ головного мозга (нейросонографию), имеет сертификат по ультразвуковой диагностике. Кроме того, владеет методом Су-Джок терапии, неоднократно повышала квалификацию на семинарах по Су-Джок.</span></p><p><span style=""text-align: justify;"">Имеет опыт работы в государственных медицинских учреждениях в качестве врача-педиатра и невролога, занималась преподаванием Северо-Западном государственном медицинском университете имени И. И. Мечникова.</span></p>","Противоречивые отзывы. Одни пациенты хвалят невролога как очень хорошего врача, подробно все смотрящего и отвечающего на вопросы. Другие - резко негативные: врач обнаружила много несуществующих отклонений у ребенка, напугала родителей, прогнозировала задержки, которые не подтвердились, назначила ненужное лечение."
141,156958,high,невролог,невролог,мануальная терапия,none,female,Первый Санкт-Петербургский государственный медицинский университет им.акад.И.П.Павлова (1990),"<p><strong><em>Дополнительное образование:</em></strong></p><ul><li><p>2014 г. — «Неврология», Санкт-Петербургский государственный медицинский университет им. акад. И.П. Павлова,</p></li><li><p>2024 г. — «Неврология», МАПО</p></li></ul>","<p>Состоит в Остеопатической ассоциации России. Занимается проблемами позвоночника, нарушением мозгового кровообращения, лечением болевых синдромов. Владеет методами: мануально-рефлекторная терапия, восстановительная медицина.</p>","Противоречивые отзывы. Один пациент отмечает некоторый положительный эффект от процедуры у пожилого человека. Другой - крайне негативный опыт: врач не сделала ничего для снятия острой боли, не дала рекомендаций, после ее процедуры боль усилилась. Руководство клиники отказалось решать конфликт и возвращать деньги."
142,218625,first,невролог,невролог,невролог,none,female,Рязанский государственный медицинский университет им. акад. И.П. Павлова (2009),"<ul><li><p>2011 г. — ординатура по специальности «Неврология», на базе МГМСУ им. А. И. Евдокимова;</p></li><li><p>2014 г. — профессиональная переподготовка по специальности «Рефлексотерапия», на базе МГМСУ им. А. И. Евдокимова.</p></li></ul><p><strong><em>Повышение квалификации:</em></strong></p><ul><li><p>2016 г. — Первый МГМУ им. И. М. Сеченова;</p></li><li><p>2017 г. — НМХЦ им. Н. И. Пирогова, институт усовершенствования врачей;</p></li><li><p>2020 г. — АНО ДПО ""Академия медицинского образования"".</p></li></ul>","<p>Доктор ведёт приём пациентов по таким вопросам, как:</p><ul><li><p>мигрени;</p></li><li><p>болевые синдромы;</p></li><li><p>невралгии;</p></li><li><p>тазовые боли;</p></li></ul><ul><li><p>болезнь Альцгеймера;</p></li><li><p>невропатия;</p></li><li><p>атаксия;</p></li><li><p>вегето-сосудистая дистония;</p></li><li><p>остеохондроз;</p></li><li><p>неврит;</p></li><li><p>полинейропатические синдромы.</p></li></ul><p>Валерия Александровна применяет методики рефлексотерапии, блокады болевых точек, паравертебральные блокады, акупунктуру, ботулинотерапию.</p>",нет отзыва
143,224554,high,невролог,невролог,"Хроническая ишемия мозга, сосудистая деменция, биполярные расстройства",none,female,Тверской государственный медицинский университет (1996),,"<p>Доктор является автором ряда научных работ по неврологии, регулярным участником Федерации Неврологических Научных Обществ и научных конференций.</p><p>В настоящее время является соискателем на кафедре неврологии, нейрохирургии и медицинской генетики лечебного факультета РНИМУ им. Н.И.Пирогова: занимаюсь научной работой на соискание учёной степени «Лабораторно-инструментальные маркеры хронической ишемии головного мозга у больных с артериальной гипертензией.» под руководством профессора Камчатнов П.Р.</p>",нет отзыва
144,224793,none,невролог,невролог,паркинсонология,Ph.D.Medicine,female,Российский национальный исследовательский медицинский университет им. Н. И. Пирогова (1986),"<ul><li><p>1987 г. —&nbsp;интернатура по специальности «Терапия», РНИМУ им. Н. И. Пирогова.</p></li></ul><p><strong><em>Дополнительное образование:</em></strong></p><ul><li><p>1993 г. — «Неврология», МГМСУ им. А. И. Евдокимова.</p></li></ul><ul><li><p>2007, 2012 гг. — «Топическая диагностика заболеваний нервной системы, заболевания ЦНС, заболевания периферической нервной системы», РМАНПО.</p></li><li><p>2014 г. — «Медицинская реабилитация», ПМГМУ им. И. М. Сеченова.</p></li><li><p>2014 г. — «Неврологические аспекты вычислительной томографической диагностики (КТ и МРТ)», РНИМУ им. Н. И. Пирогова.</p></li><li><p>2016 г. — «Интервенционные методы лечения миофасциальных болевых синдромов», ПМГМУ им. И. М. Сеченова.</p></li><li><p>2017 г. — «Неврология», РМАНПО.</p></li></ul>","<p>Доктор ведёт приём пациентов со следующими проблемами и заболеваниями:</p><ul><li><p>сосудистые заболевания головного мозга;</p></li><li><p>ишемические, геморрагические инсульты;</p></li><li><p>болезнь Паркинсона;</p></li><li><p>цервикальные и лицевые дистонии;</p></li><li><p>эссенциальный тремор;</p></li><li><p>синдром беспокойных ног;</p></li><li><p>радикулопатия на фоне остеохондроза позвоночника;</p></li><li><p>различные формы полиневропатий (токсического, диабетического генеза);</p></li><li><p>когнитивные нарушения различного генеза.</p></li></ul><p>Гаранина Татьяна Евгеньевна владеет навыками проведения&nbsp;паравертебральных блокад и обкалывания по триггерным точкам. Имеет длительный опыт работы в должности окружного паркинсонолога ЗАО г. Москвы.</p>","Хороший внимательный врач, знающий свою работу. Не назначает лишних препаратов."
145,231471,first,невролог,невролог,иглорефлексотерапия,none,female,Первый Московский государственный университет им. И.М. Сеченова (2009),<p>2011 г. – ординатура по специальности «Неврология» на базе Научного центра неврологии Российской академии медицинских наук&nbsp;</p><p><strong>Повышение квалификации:</strong></p><ul><li><p>2014 г. – иглорефлексотерапия</p></li><li><p>2018 г. – современные методы диагностики и лечения головокружений</p></li><li><p>2018 г. – головокружения и нарушения устойчивости: современные методы обследования и лечения</p></li><li><p>2019 г. – психосоматические расстройства в практике врача поликлинической службы</p></li><li><p>2021 г. – головные боли и болевые синдромы лица</p></li><li><p>2021 г. – головокружение: современные подходы к диагностике и лечению</p></li><li><p>2022 г. – психиатрия для невролога</p></li></ul>,"<p>Является специалистом по головной боли, мигрени, головокружению, шуму в ушах, нарушению координации движений, паническим атакам, синдромом паркинсонизма.</p><p>Анна Леонидовна специализируется на лечении заболеваний центральной и периферической нервных систем, различных сосудистых патологий. Владеет методиками иглорефлексотерапии, осуществляет все виды лечебных блокад. Проводит анализ результатов МРТ.</p><p>Является членом Российской ассоциации неврологов.</p>",нет отзыва
146,232369,none,невролог,невролог,альголог,Ph.D.Medicine,male,Омский государственный медицинский университет (2004),"<ul>
  <li>2006 г. — ординатура по специальности «Неврология» на базе Научного центра неврологии.</li>
</ul>","<p>Внимательный врач-невролог, занимающийся вопросами профилактики, диагностики и лечения различных заболеваний центральной и периферической нервной системы. Разумов Дмитрий Владимирович занимается восстановительной терапией пациентов после инсультов и других острых сосудистых патологий, операций, инфекционных заболеваний. В области практической деятельности доктора находится:</p><ul><li><p>лечение радикулитов, остеохондроза, невралгии, сколиоза, артрита,</p></li><li><p>подготовка к родам, сопровождение беременности и реабилитация,</p></li><li><p>лечение мигрени, расстройств сна, эпилепсии,</p></li><li><p>лечение нарушений работы внутренних органов,</p></li><li><p>лечение последствий травм, профессиональных заболеваний,</p></li><li><p>лечение навязчивых состояний, неврастении, психоастении и прочих патологий.</p></li></ul>",нет отзыва
147,239494,high,невролог,"невролог, кинезиолог","Алголог, вегетолог, цефалголог",none,male,Рязанский государственный медицинский университет им. акад. И. П. Павлова (2005),"<ul><li><p>2007 г. —  ординатура по специальности «Неврология» на базе Первого московского государственного медицинского университета им.&nbsp;И.М.&nbsp;Сеченова</p></li></ul><p><strong><em>Дополнительное образование:</em></strong></p><ul><li><p>2012 г. — «Неврология», Первый московский государственный медицинский университет им.&nbsp;И.М.&nbsp;Сеченова, </p></li></ul><ul><li><p>2014 г. —  «Профпатология при медицинском освидетельствовании», ЯГМУ,</p></li><li><p>2017 г. — «Профпатология», ЧУЗ «ЦКБ «РЖД-Медицина», </p></li><li><p>2023 г. — «Диагностика и интенсивная терапия ишемических инсультов», АНОДПО «Международный центр медицинского и фармацевтического образования», </p></li><li><p>2023 г. — «Внутренний контроль качества и безопасность медицинской деятельности. Проверки медицинской организации».ЧУЗ «ЦКБ «РЖД-Медицина»</p></li></ul>","<p>Внимательный врач, специализирующийся на выявлении и лечении патологий, связанных с нарушениями работы центральной и периферической нервной системы. Производит амбулаторный прием взрослых пациентов со следующими показаниями:</p><ul><li><p>головная боль разной этиологии и головокружения,</p></li><li><p>невропатии, полинейропатии,</p></li><li><p>атеросклероз сосудов головного мозга,</p></li><li><p>энцефалопатии,</p></li><li><p>остеохондроз и прочие.</p></li></ul><p>Производит лечение последствий черепно-мозговых травм. Артем Александрович занимается восстановительным лечением пациентов, перенесших операции на головном мозге и в постинфарктных состояниях. Владеет методиками проведения основных неврологических лечебных процедур (блокады, тейпирование и другие).</p>",нет отзыва
148,16090,none,невролог,"невролог, педиатр","гастроэнтерология, эндокринология",none,female,"Санкт-Петербургский государственный педиатрический медицинский университет, диплом с отличием (1997)","<ul><li><p>1999 г. — ординатура по специальности «Педиатрия» на базе СПГПМУ.</p></li></ul><p><strong><em>Курсы повышение квалификации:</em></strong></p><ul><li><p>«Клиническая&nbsp;аллергология детского возраста».</p></li><li><p>«Эндокринология&nbsp;детского возраста».</p></li><li><p>«Гастроэнтерологи детского и подросткового возраста».</p></li><li><p>«Неврология, неврология раннего детского возраста».</p></li></ul>","<p style=""text-align: justify;"">Архипова Марина Алексеевна является высококвалифицированным педиатром, специализируется на детской неврологии, имеет сертификаты и практический опыт работы по дополнительным направлениям:</p><ul><li style=""text-align: justify;"">аллергология</li><li style=""text-align: justify;"">эндокринология</li><li style=""text-align: justify;"">гастроэнтерология</li></ul><p style=""text-align: justify;"">Занимала должность невролога в отделении для детей с патологией центральной нервной системы, ДРВЦ ФГБУ (СПб НЦЭПР) имени Г. А. Альбрехта.</p>",нет отзыва
149,38544,high,невролог,"невролог, рефлексотерапевт",профессиональная патология,Ph.D.Medicine,female,Самаркандский государственный медицинский институт (1988),"<ul><li><p>1990 г. — клиническая ординатура по специальности «Неврология и психология», НМИЦ ПН&nbsp;им&nbsp;В.М.&nbsp;Бехтерева;</p></li><li><p>1993 г. — аспирантура при кафедре нервных болезней с успешной защитой кандидатской диссертации на тему «Цереброгенная астения (клинико-неврологические, вегетологические и психологические исследования)», СЗГМУ им. И. И. Мечникова.</p></li></ul>","<p>Доктор специализируется на лечении следующих заболеваний:</p><ul><li><p>нарушения периферической нервной системы (на фоне патологии позвоночника);</p></li><li><p>сосудистые заболевания головного мозга;</p></li><li><p>патологии вегетативной нервной системы.</p></li></ul><p>Применяет лечебно-медикаментозные блокады, иглорефлексотерапию. Автор научных статей в медицинских журналах, соавтором изобретения, ряда рационализаторских предложений, посвященных проблемам астении, синдрому хронической усталости. Состоит в Ассоциации неврологов Санкт-Петербурга.</p>","Потрясающий доктор. Грамотная, отзывчивая, мастер своего дела. Один из лучших неврологов в городе."
150,183880,high,невролог,"невролог, рефлексотерапевт","Обучение вестибулярной гимнастике, первичная и вторичная профилактика инсульта, иглорефлексотерапия",none,female,Санкт-Петербургский государственный медицинский университет им. акад. И.П. Павлова,,"<p> Марина Леонидовна: невролог, рефлексотерапевт.</p> <p>Сертификаты:</p> <ul> <li>Высшая квалификационная категория &laquo;Неврология&raquo; до 28.05.2024,</li> <li>Сертификат специалиста &laquo;Неврология&raquo; до 09.02.2024,</li> <li>Повышение квалификации &laquo;Рефлексотерапия&raquo; до 21.05.2021,</li> <li>Повышение квалификации &laquo;Экспертиза временной нетрудоспособности&raquo; до 29.11.2023,</li> <li>Повышение квалификации &laquo;Актуальные вопросы неврологии&raquo; до 09.02.2024</li> </ul> <p>Направление деятельности</p> <ul> <li>Лечение хронических болевых синдромов: боли в спине различной локализации, миофасциальный болевой синдром, головные боли напряжения, мигрень.</li> <li>Определение причины головокружения, неустойчивости, шаткости.</li> <li>Обучение вестибулярной гимнастике.</li> <li>Диагностика и лечение нарушений памяти.</li> <li>Диагностика и лечение туннельных компрессионно-ишемических синдромов, радикулопатий, полиневропатий.</li> <li>Первичная и вторичная профилактика инсульта.</li> <li>Программа самореабилитации после инсульта у пациентов с двигательными нарушениями.</li> <li>Проведение иглорефлексотерапии</li> </ul>",нет отзыва
151,240022,none,невролог,"невролог, физиотерапевт",Специалист ударно-волновой терапии,none,male,Харьковский национальный медицинский университет (1978),"<div>
  <ul>
    <li>1979 г. — интернатура по специальности «Нервные болезни» на базе Областной клинической больницы.</li>
  </ul>
</div>

<div><b>Дополнительное образование:</b></div>

<div>
  <ul>
    <li>1986 г. — «Рефлексотерапия», Киевский ГИДУВ усовершенствования врачей.</li>
  
    <li>1989 г. — «Организация здравоохранения для главных врачей и их заместителей», Киевский ГИДУВ усовершенствования врачей.</li>
  
    <li>2010 г. — «Экспертиза временной нетрудоспособности», РМАПО.</li>
  
    <li>2012 г. — «Физиотерапия», РУДН.</li>
  </ul>
</div>","<p style=""text-align: justify;"">Врач-невролог, физиотерапевт, работает со взрослыми пациентами. Занимается диагностикой и лечением заболеваний нервной системы:</p> <ul> <li style=""text-align: justify;"">остеохондрозов;</li> <li style=""text-align: justify;"">радикулита;</li> <li style=""text-align: justify;"">артрозов;</li> <li style=""text-align: justify;"">артритов;</li> <li style=""text-align: justify;"">коксартрозов;</li> <li style=""text-align: justify;"">спортивных травм;</li> <li style=""text-align: justify;"">сосудистых заболеваний.</li></ul> <p style=""text-align: justify;"">Татаринов Олег Петрович специализируется на ударно-волновой терапии, с ее помощью лечит поражения суставов, диабетическую стопу и трофические язвы. Помогает выяснить причины болей в спине и шее, нарушений координации и сна. Подбирает метод лечения, контролирует ход выздоровления и восстановления пациента.</p>",нет отзыва
152,215799,high,невролог,"невролог, физиотерапевт, мануальный терапевт",специалист ударно-волновой терапии,none,male,Ижевская государственная медицинская академия (2010),"<ul><li><p>2010 г. — интернатура по специальности «Неврология» на базе ИГМА</p></li><li><p>2012 г. — ординатура по специальности «Неврология» на базе ИГМА</p></li></ul><p><strong><em>Дополнительное образование:</em></strong></p><ul><li><p>2012 г. — «Функциональная диагностика», МГМУ им. Сеченова.</p></li><li><p>2013&nbsp;г. — «Физиотерапия», ФГБОУ ВПО РУДН.</p></li><li><p>2016 г.&nbsp;— «Мануальная терапия», НО ЧУДПО Российская академия медико-социальной реабилитации.</p></li></ul>","<p>Врач-невролог, физиотерапевт первой категории. Работает со взрослыми пациентами, определяет причины головокружений, нарушений сна, координации, болевых синдромов. Рябинин Владимир Викторович проводит профилактику, диагностирует и лечит:</p><ul><li><p>остеохондрозов;</p></li><li><p>невралгий;</p></li><li><p>неврозов;</p></li><li><p>склероза;</p></li><li><p>эпилепсии;</p></li><li><p>атеросклероза.</p></li></ul><p>Интерпретирует результаты ультразвуковых исследований ЭЭГ и др. Владеет методами кинезиотейпирования, плазмолифтинга, ударно-волновой терапии, подбора и изготовления ортопедических стелек.</p>",нет отзыва
153,31777,none,невролог,"невролог, хирург-вертебролог, вертебролог","рефлексотерапия, клиническая психология, психотерапия",Ph.D.Medicine,male,Северо-Западный государственный медицинский университет им. И. И. Мечникова (1987),,"<p>Разработчик комплексной интегративной методики в лечении остеохондроза позвоночника и грыж межпозвонковых дисков.&nbsp; Одним из первых разработал и стал применять в Санкт-Петербурге методику фармакопунктуры в лечении грыж межпозвонковых дисков, остеохондроза и спондилоартрозов (повреждений суставов позвоночника).&nbsp; Разработчик методик и комплексов лечебной гимнастики при искривлениях позвоночника (сколиозах), нарушениях осанки, грыжах межпозвоночных дисков и остеохондрозах.</p>",нет отзыва
154,37752,high,хирург,нейрохирург,"спинальный нейрохирург, вертебролог",Ph.D.Medicine,male,Красноярский государственный медицинский университет им. проф. В.Ф. Войно-Ясенецкого (1995),"<ul><li><p>1996 г. — интернатура по специальности «Нейрохирургия» на базе КрасГМУ им. Войно-Ясенецкого.</p></li></ul><ul><li><p>2000 г. — защита кандидатской диссертации на тему «Клинико-статистическая характеристика опухолей, заболеваний сосудов центральной нервной системы и эпилепсии у детей и организация медицинской помощи в условиях крупного города (на модели спб)» в КрасГМУ им. Войно-Ясенецкого.</p></li></ul>","<p>Врач-нейрохирург высшей категории, занимается лечением хирургическими методами центральной и периферической нервной системы в области спины. Специализируется по заболеваниям позвоночного столба. Опыт работы включает в себя более 3000 нейрохирургических операций в органах ЦНС. Захматов Иван Геннадьевич публикуется в научных специализированных изданиях, зарегистрировал 10 патентов на изобретения, имеет 3 учебных пособия.</p><p>Проводит хирургические вмешательства при дегенеративных заболеваниях позвоночника, при воспалениях спинного и головного мозга, грыжах позвоночных дисков, при кистах, артрозах крестцово-подвздошных сочленений, при сужении каналов в отделах позвоночного ствола. Доктор убирает последствия черепно-мозговой травмы, при повреждениях сосудов периферической нервной системы.&nbsp;</p><p>Имеет опыт исполнения обязанностей заведующего нейрохирургическим отделением многопрофильного стационара.</p>","Нейрохирург, которого называют ""хирургом от бога"". Проводит успешные операции, снимающие изматывающие боли, после которых пациенты жалеют, что не обратились раньше."
155,215124,none,хирург,нейрохирург,алгология,Ph.D.Medicine,male,Ереванский государственный медицинский университет (1994),,"<p>Старший научный сотрудник группы функциональной нейрохирургии<br /> ННПЦН им. акад. Н. Н. Бурденко&nbsp;РАМН</p><p><br /> Стажировался во Франции&nbsp;(Faculte De Medecine, University Center for Neurological and Neurosurgical Disorders, Toulouse, France) 2005,&nbsp;Англии&nbsp;(Hodgkin Building, King&rsquo;s College London, Guy&rsquo;s Campus, London) 2007</p><p>Член Международной ассоциации по изучению боли (IASP &ndash; International Association Study of Pain),<br /> Международной ассоциации по нейромодуляции (INS &ndash; International Neuromodulation Society),<br /> Европейской ассоциации стереотаксических и функциональных нейрохирургов (ESSFN &ndash; European Stereotactic and Functional Neurosurgeon)<br /> Всемирной ассоциации стереотаксических и функциональных нейрохирургов WSSFN &ndash; World Stereotactic and Functional Neurosurgeon.</p><p>Автор более 70 научных работ в отечественной и зарубежной печати.<br /> Автор практических руководств и коллективных монографий по различным проблемам неврологии и нейрохирургии:</p><ul> <li>&laquo;Стандарты лечения нейропатических болевых синдромов&raquo; 2008 г.;</li> <li>&laquo;Что делать с трудной болью?&raquo; 2008г.;</li> <li>&laquo;Современные методы лечения боли в спине&raquo; 2008г.;</li> <li>&laquo;Что делать с трудной болью для широкого круга читателей или алгоритм лечения нейрогенной боли&raquo; 2008г.;</li> <li>&laquo;Болевые синдромы в онкологии&raquo; 2011г.;</li></ul><p>Глава &laquo;Хирургические методы в лечении тяжелых болевых синдромов&raquo; в коллективной монографии &laquo;Болевой синдром в онкологии&raquo;;</p><p>Глава &laquo;Нейрохирургическое лечение болевых синдромов&raquo; в коллективной монографии НИИ нейрохирургии им. акад. Н.Н. Бурденко;<br /> &laquo;Современные технологии и клинические исследования в нейрохирургии&raquo;;<br /> &laquo;Современные возможности хирургического лечения хронической боли&raquo; глава в монографии &laquo;Общая Альгология: базовые принципы лечения боли&raquo;.</p><p>Специализируется на лечении хронических болевых синдромов и нейромодуляции боли. Лечит проблемы: боль в спине, трудная боль, болевые синдромы в онкологии, хроническая боль, головные боли, неврозы и др. Стажировался во Франции и Англии.&nbsp;</p><p>Ведет активную научную деятельность. Является членом многих ведущих профессиональных объединений: Международной ассоциации по изучению боли (IASP &ndash; International Association Study of Pain), Международной ассоциации по нейромодуляции (INS &ndash; International Neuromodulation Society), Европейской ассоциации стереотаксических и функциональных нейрохирургов (ESSFN &ndash; European Stereotactic and Functional Neurosurgeon), Всемирной ассоциации стереотаксических и функциональных нейрохирургов WSSFN &ndash; World Stereotactic and Functional Neurosurgeon.</p><p>Опубликовал более 70 научных работ в отечественной и зарубежной печати, практических руководств и коллективных монографий по различным проблемам неврологии и нейрохирургии.</p>",нет отзыва
156,325099,none,хирург,нейрохирург,рентгенолог,none,male,Уральский государственный медицинский университет (2006),,<p>Принимает взрослых.</p>,нет отзыва
157,347441,high,хирург,нейрохирург,невролог,Ph.D.Medicine,male,"Доцент кафедры нервных болезней, нейрохирургии и медицинской генетики УГМУ",Повышение квалификации:<br>2014 – Уральский государственный медицинский университет (нейрохирургия),"<p>Кандидат медицинских наук, врач - нейрохирург высшей категории,&nbsp;доцент кафедры нервных болезней и нейрохирургии УГМА.</p><p>Специализация:</p><p>&nbsp;1. Глиальные и оболочечные опухоли головного и спинного мозга, опухоли черепномозговых нервов.</p><p>&nbsp;2. Нейронавигация и интраоперационное картирование при хирургии опухолей функционально важных зон головного мозга.</p><p>3. Опухоли желудочков головного мозга.</p><p>4. Опухоли пинеальной области.</p><p>5. Стереотаксическая нейрохирургия&nbsp;( Болезнь Паркинсона,гиперкинезы).</p><p>6. Хирургическое лечение эпилепсии.</p><p>7. Хирургическое лечение невралгии тройничного нерва, гемифациального спазма.</p><p>8. Стереотаксическая биопсия опухолей.</p><p>9. Грыжи межпозвонковых дисков.</p>",нет отзыва
158,346894,high,терапевт,"нефролог, врач УЗД, терапевт, ревматолог, пульмонолог, кардиолог","ЛФК и спортивная медицина, профпатология, функциональная диагностика.",D.Medicine,female,"Уральский государственный медицинский университет, диплом с отличием (1994)","<ul><li><p>1995 г. — интернатура по специальности «Терапия» на базе УГМУ</p></li><li><p>2011 г. — профессиональная переподготовка по специальности «Ревматология», УГМУ</p></li><li><p>2019 г. — профессиональная переподготовка по специальности «Нефрология», Международная академия экспертизы и оценки</p></li><li><p>2019 г. — профессиональная переподготовка по специальности «Профпатология», Международная академия экспертизы и оценки</p></li><li><p>2019 г. — профессиональная переподготовка по специальности «Лечебная физкультура и спортивная медицина», Межрегиональный гуманитарно-технический университет</p></li></ul><p><strong><em>Дополнительное образование:</em></strong></p><ul><li><p>2016 г. — «Актуальные проблемы в ревматологии», УГМУ</p></li><li><p>2019 г. — «Кардиология», Межрегиональный гуманитарно-технический университет</p></li><li><p>2019 г. — «Ультразвуковая диагностика», Межрегиональный гуманитарно-технический университет</p></li><li><p>2019 г. — «Терапия», Межрегиональный гуманитарно-технический университет</p></li><li><p>2019 г. — «Функциональная диагностика», Межрегиональный гуманитарно-технический университет</p></li><li><p>2019 г. — «Ревматология», Межрегиональный гуманитарно-технический университет</p></li></ul>","<p>Занимается диагностикой и лечением заболеваний сердечно-сосудистой системы, почек, суставов, легких, а также проводит реабилитацию и спортивную медицину, профпатологию и функциональную диагностику. </p><p>Вишнева Елена Михайловна проводит сбор анамнеза, физикальное обследование, интерпретацию анализов и составляет индивидуальные схемы лечения. Владеет методами УЗИ и функциональной диагностики, а также применяет современные подходы к терапии. Владеет методами диагностики и лечения, включая кардиограмму, эхокардиографию, спирометрию и другие функциональные тесты. Обеспечивает комплексный подход к пациентам, учитывая сопутствующие заболевания и индивидуальные особенности. </p><p>Является автором монографии «Ремоделирование сердца при артериальной гипертензии», опубликованной в Германии. Автор более 169 научных публикаций, в том числе 125 – в центральной печати.</p><p>Более 15 лет преподает внутренние болезни, делясь опытом с будущими врачами и коллегами.</p>",нет отзыва
